md_strat,model,iteration,prop_miss_train,prop_miss_test,outcome,additional_missing_pct,auc,bri,ipa,cal_error,numeric,nominal
hotdeck_mi,cph,1,0.21343720930232557,0.07112093023255814,dead,15,0.605383571818068,0.11747270063926721,0.015380312187036393,4.2930819474347015e-4,-0.3928030479568904,0.5587487179487179
hotdeck_mi,xgb,1,0.21343720930232557,0.07112093023255814,dead,15,0.6144060455501041,0.11681400968875716,0.020901255134011087,3.993453729073437e-4,-0.3928030479568904,0.5587487179487179
hotdeck_mi,cph,1,0.3680318181818182,0.08901818181818182,dead,30,0.5940350627377562,0.11783825280080894,0.012316367515483817,4.676919980378196e-4,-0.37256447127566744,0.5556820512820513
hotdeck_mi,xgb,1,0.3680318181818182,0.08901818181818182,dead,30,0.6130602391676241,0.11719481893795079,0.01770943029286165,5.707256140689123e-4,-0.37256447127566744,0.5556820512820513
hotdeck_mi,cph,1,0.05690952380952381,0.057723809523809524,txpl,0,0.7061733986041117,0.06821964957478269,0.03436503394547474,1.873255843715457e-4,NA,NA
hotdeck_mi,xgb,1,0.05690952380952381,0.057723809523809524,txpl,0,0.7237658070705177,0.06766076928567168,0.04227586832190555,8.684602550518869e-5,NA,NA
hotdeck_mi,cph,1,0.21343720930232557,0.07112093023255814,txpl,15,0.7080363016741876,0.06810199179550908,0.03603045536588789,1.5623016991259635e-4,-0.3845310472729075,0.5541128205128205
hotdeck_mi,xgb,1,0.21343720930232557,0.07112093023255814,txpl,15,0.7207619080812983,0.06784184509127825,0.03971277791481509,1.5375065648982596e-4,-0.3845310472729075,0.5541128205128205
hotdeck_mi,cph,1,0.3680318181818182,0.08901818181818182,txpl,30,0.7147370011448173,0.06772196132857185,0.04140970766823726,1.7890932862827966e-4,-0.3605182965038274,0.5555897435897436
hotdeck_mi,xgb,1,0.3680318181818182,0.08901818181818182,txpl,30,0.7151151312885902,0.06817822842129398,0.034951341767228694,4.0911639124603465e-4,-0.3605182965038274,0.5555897435897436
nbrs_mi,cph,1,0.05690952380952381,0.057723809523809524,dead,0,0.6086263717248318,0.11719491820138012,0.01770859829762994,3.240710453506776e-4,NA,NA
nbrs_mi,xgb,1,0.05690952380952381,0.057723809523809524,dead,0,0.6145505138167094,0.11647482870493527,0.023744164785235777,1.7144148235904015e-4,NA,NA
nbrs_mi,cph,1,0.21343720930232557,0.07112093023255814,dead,15,0.6128888440038968,0.11707683944552559,0.018698297752006487,2.538588633932812e-4,-0.04307082043390828,0.6607999999999999
nbrs_mi,xgb,1,0.21343720930232557,0.07112093023255814,dead,15,0.6152832809694363,0.11676130009459765,0.021343050579792577,1.36877553810822e-4,-0.04307082043390828,0.6607999999999999
nbrs_mi,cph,1,0.3680318181818182,0.08901818181818182,dead,30,0.6139545545847905,0.11737516503491054,0.016197825326597415,2.382184614780806e-4,-0.04715082012544123,0.6413333333333333
nbrs_mi,xgb,1,0.3680318181818182,0.08901818181818182,dead,30,0.6041047250575546,0.11718471010263097,0.01779415941054252,1.1109193859642558e-4,-0.04715082012544123,0.6413333333333333
nbrs_mi,cph,1,0.05690952380952381,0.057723809523809524,txpl,0,0.7073711299374087,0.06816803357187626,0.03509564774260043,3.678936592935679e-4,NA,NA
nbrs_mi,xgb,1,0.05690952380952381,0.057723809523809524,txpl,0,0.7255158243848032,0.06755294796765166,0.043802056676949586,1.1082664614908198e-4,NA,NA
nbrs_mi,cph,1,0.21343720930232557,0.07112093023255814,txpl,15,0.7057176116836639,0.06810775557941091,0.03594887020227178,1.3570658938513234e-4,-0.025103625908360527,0.6604102564102564
nbrs_mi,xgb,1,0.21343720930232557,0.07112093023255814,txpl,15,0.7179008748774093,0.06785700737822396,0.039498158893295665,1.6359721239889085e-4,-0.025103625908360527,0.6604102564102564
nbrs_mi,cph,1,0.3680318181818182,0.08901818181818182,txpl,30,0.6867720933587053,0.06888660406615225,0.024924431690144022,2.8703268808950416e-4,-0.04453805972325977,0.6405025641025641
nbrs_mi,xgb,1,0.3680318181818182,0.08901818181818182,txpl,30,0.6961250870850275,0.06881004449603292,0.026008116498760447,5.134857415416051e-4,-0.04453805972325977,0.6405025641025641
nbrs_si,cph,1,0.05690952380952381,0.057723809523809524,dead,0,0.6059024243104966,0.11738769473454665,0.016092805276177513,2.9475371600043497e-4,NA,NA
nbrs_si,xgb,1,0.05690952380952381,0.057723809523809524,dead,0,0.6120610793830222,0.11658582169890992,0.022813855985982623,1.768355907724644e-4,NA,NA
nbrs_si,cph,1,0.21343720930232557,0.07112093023255814,dead,15,0.61524961964472,0.11695260323764232,0.01973960705668254,1.8323823245528927e-4,-0.0044088871356873175,0.676923076923077
nbrs_si,xgb,1,0.21343720930232557,0.07112093023255814,dead,15,0.5943171593311011,0.11759558171954906,0.014350361140990642,4.6488851670226935e-4,-0.0044088871356873175,0.676923076923077
nbrs_si,cph,1,0.3680318181818182,0.08901818181818182,dead,30,0.5927722508500111,0.11805376129413246,0.01051004226491481,5.320540310634709e-4,-0.018542110119420505,0.6564102564102564
nbrs_si,xgb,1,0.3680318181818182,0.08901818181818182,dead,30,0.5988504518186868,0.11759955193214337,0.014317084052238194,1.8013265756250792e-4,-0.018542110119420505,0.6564102564102564
nbrs_si,cph,1,0.05690952380952381,0.057723809523809524,txpl,0,0.7042812269016039,0.06816991787993959,0.03506897575345791,1.801333261830359e-4,NA,NA
nbrs_si,xgb,1,0.05690952380952381,0.057723809523809524,txpl,0,0.7203016555134828,0.0677074860542824,0.04161460216834467,8.578937126199589e-5,NA,NA
nbrs_si,cph,1,0.21343720930232557,0.07112093023255814,txpl,15,0.6998314203415812,0.06819288393869889,0.03474389596327021,1.470476045362313e-4,4.979322402139699e-4,0.6721025641025641
nbrs_si,xgb,1,0.21343720930232557,0.07112093023255814,txpl,15,0.7178005276348068,0.0679045132514079,0.03882572312844956,1.1051309301921385e-4,4.979322402139699e-4,0.6721025641025641
nbrs_si,cph,1,0.3680318181818182,0.08901818181818182,txpl,30,0.736406764574322,0.06716369798519062,0.04931180930604295,2.0072381825313255e-4,-0.016014781876992207,0.658974358974359
nbrs_si,xgb,1,0.3680318181818182,0.08901818181818182,txpl,30,0.6886828326304713,0.06883259224948819,0.02568895773324209,3.1287086874869763e-4,-0.016014781876992207,0.658974358974359
mia,xgb,2,0.0579047619047619,0.05672857142857143,dead,0,0.6249800963545288,0.11669179770045603,0.0243917216816123,3.683887456256346e-4,NA,NA
mia,xgb,2,0.21435813953488372,0.0702,dead,15,0.6280350554992984,0.11673983580553601,0.023990096426758756,4.0256308693387756e-4,NA,NA
mia,xgb,2,0.3689136363636364,0.08813636363636364,dead,30,0.6262141310814318,0.11764854096843635,0.016392816267000176,0.0011624899284924037,NA,NA
mia,xgb,2,0.0579047619047619,0.05672857142857143,txpl,0,0.7134788624264605,0.07427921484444527,0.037550490152900906,3.8543645838460275e-4,NA,NA
mia,xgb,2,0.21435813953488372,0.0702,txpl,15,0.7183811201659475,0.074289785726762,0.03741352127774944,5.723577081142383e-4,NA,NA
mia,xgb,2,0.3689136363636364,0.08813636363636364,txpl,30,0.7062969878365108,0.0746496824715978,0.03275027266387842,6.124276663410697e-4,NA,NA
meanmode_si,cph,2,0.0579047619047619,0.05672857142857143,dead,0,0.6165853880792435,0.11736798500485066,0.018738420036927605,1.9538709428992685e-4,NA,NA
meanmode_si,xgb,2,0.0579047619047619,0.05672857142857143,dead,0,0.6299520564342574,0.11657847738845933,0.025339142465799602,5.603355715961235e-4,NA,NA
meanmode_si,cph,2,0.21435813953488372,0.0702,dead,15,0.6038134268724024,0.1177482577448754,0.015559128600015293,2.987711279090334e-4,0,0.6630769230769231
meanmode_si,xgb,2,0.21435813953488372,0.0702,dead,15,0.6220352364424061,0.11660380714478247,0.02512737162634371,2.5934687564818523e-4,0,0.6630769230769231
meanmode_si,cph,2,0.3689136363636364,0.08813636363636364,dead,30,0.6071301830575743,0.11775197370212612,0.015528061132317417,2.854082494333995e-4,0,0.6708205128205128
meanmode_si,xgb,2,0.3689136363636364,0.08813636363636364,dead,30,0.6187520642538866,0.11708400507285903,0.02111265008554264,1.8433091892687602e-4,0,0.6708205128205128
meanmode_si,cph,2,0.0579047619047619,0.05672857142857143,txpl,0,0.7465212921797953,0.07267218800946833,0.058373033752395664,4.656318927076754e-4,NA,NA
meanmode_si,xgb,2,0.0579047619047619,0.05672857142857143,txpl,0,0.7270615573387783,0.07370286160207455,0.04501840559573589,4.7894777416085903e-4,NA,NA
meanmode_si,cph,2,0.21435813953488372,0.0702,txpl,15,0.7420760208694926,0.07278906589647384,0.056858625377239846,4.4403391258246975e-4,0,0.6724102564102564
meanmode_si,xgb,2,0.21435813953488372,0.0702,txpl,15,0.7109675449685339,0.07428488958555236,0.037476961483966176,3.1233438621697804e-4,0,0.6724102564102564
meanmode_si,cph,2,0.3689136363636364,0.08813636363636364,txpl,30,0.735287108868852,0.07294150956755434,0.05488338456703512,2.6655307873326654e-4,0,0.6774358974358974
meanmode_si,xgb,2,0.3689136363636364,0.08813636363636364,txpl,30,0.7063531507457027,0.0746005437500985,0.03338697215673858,3.4016329549387377e-4,0,0.6774358974358974
ranger_si,xgb,2,0.0579047619047619,0.05672857142857143,dead,0,0.6196853949236795,0.1167615833991676,0.02380827445813205,2.364072749005873e-4,NA,NA
ranger_si,cph,2,0.21435813953488372,0.0702,dead,15,0.6088270282305623,0.11786514131319042,0.014581917012785883,2.2944520136443844e-4,0.009019166558605912,0.6124102564102564
ranger_si,xgb,2,0.21435813953488372,0.0702,dead,15,0.6160675017383581,0.11705766620240249,0.0213328576799523,1.996216735775476e-4,0.009019166558605912,0.6124102564102564
ranger_si,cph,2,0.3689136363636364,0.08813636363636364,dead,30,0.6143143435954829,0.11718890864910704,0.020235597889676327,1.815668960699964e-4,-0.04899583265451595,0.6009230769230769
ranger_si,xgb,2,0.3689136363636364,0.08813636363636364,dead,30,0.6148934548534046,0.1173308155796422,0.019049177087965496,6.13126405304433e-4,-0.04899583265451595,0.6009230769230769
ranger_si,xgb,2,0.0579047619047619,0.05672857142857143,txpl,0,0.7247071981029186,0.07390137540550472,0.04244622556920541,7.160618343109078e-4,NA,NA
