iteration,outcome,additional_missing_pct,md_strat,prop_miss_train,prop_miss_test,model,auc,bri,ipa,cal_error,numeric,nominal
9,txpl,0,bayesreg_si,0.04645365853658537,0.04632682926829268,xgb,0.7130438010088599,0.06980298990727697,0.040807195992255796,1.317515218117491e-4,NA,NA
10,txpl,0,bayesreg_mi,0.056652380952380954,0.05798095238095238,cph,0.7382139122507313,0.06614772670209684,0.05333814929847247,1.934687811923991e-4,NA,NA
10,txpl,0,bayesreg_mi,0.056652380952380954,0.05798095238095238,xgb,0.744562596547463,0.06635398606917388,0.050386303726499326,3.7328544433449536e-4,NA,NA
10,txpl,0,bayesreg_si,0.056652380952380954,0.05798095238095238,cph,0.7379759667800092,0.06616306921822854,0.05311857750908866,1.734731882357119e-4,NA,NA
10,txpl,0,bayesreg_si,0.056652380952380954,0.05798095238095238,xgb,0.7398005078332872,0.06645703047609038,0.04891160136226946,2.837807271837244e-4,NA,NA
1,txpl,0,hotdeck_si,0.04569756097560976,0.04708292682926829,cph,0.7130338479498154,0.07148724133980769,0.04477769539678844,2.4881595150852865e-4,NA,NA
1,txpl,0,hotdeck_si,0.04569756097560976,0.04708292682926829,xgb,0.7107267734980814,0.07186867917451217,0.03968087083480354,1.7211384509694592e-4,NA,NA
2,txpl,0,hotdeck_si,0.04635121951219512,0.04642926829268293,cph,0.7252188714355101,0.06531020541227969,0.04272912765995385,3.711270063264209e-4,NA,NA
2,txpl,0,hotdeck_si,0.04635121951219512,0.04642926829268293,xgb,0.7092361440863584,0.06614716036358675,0.030461632996763077,4.343306667163893e-4,NA,NA
3,txpl,0,hotdeck_si,0.04744390243902439,0.04533658536585366,cph,0.714980992790317,0.06777479943077402,0.04284091885996666,3.660620062632188e-4,NA,NA
3,txpl,0,hotdeck_si,0.04744390243902439,0.04533658536585366,xgb,0.7073243158158823,0.06823001307301008,0.036412100550144766,2.2513897840679409e-4,NA,NA
4,txpl,0,hotdeck_si,0.047204878048780485,0.04557560975609756,cph,0.7236384690944628,0.06580358167975289,0.044112812719852124,4.382956295861168e-4,NA,NA
4,txpl,0,hotdeck_si,0.047204878048780485,0.04557560975609756,xgb,0.7114001667585046,0.06667929583264678,0.03139186475466382,2.926836492730029e-4,NA,NA
5,txpl,0,hotdeck_si,0.046760975609756096,0.04601951219512195,cph,0.7216141280415395,0.06976877258152554,0.04726584634137532,8.755148351819367e-5,NA,NA
5,txpl,0,hotdeck_si,0.046760975609756096,0.04601951219512195,xgb,0.7178090299192312,0.07022205938789966,0.0410759449591942,2.0204427027929847e-4,NA,NA
6,txpl,0,hotdeck_si,0.04632682926829268,0.04645365853658537,cph,0.720023280056198,0.07241832554201047,0.050047798233920804,3.479010217410898e-4,NA,NA
6,txpl,0,hotdeck_si,0.04632682926829268,0.04645365853658537,xgb,0.7245456018704344,0.07272437714214029,0.04603314601403896,2.730020203309489e-4,NA,NA
7,txpl,0,hotdeck_si,0.0457219512195122,0.04705853658536585,cph,0.72059908204382,0.06981241941222964,0.04444143932544786,1.2322938962311826e-4,NA,NA
7,txpl,0,hotdeck_si,0.0457219512195122,0.04705853658536585,xgb,0.7119588493431038,0.07014253306053857,0.039923003704781634,7.404669997000655e-5,NA,NA
8,txpl,0,hotdeck_si,0.046282926829268295,0.04649756097560975,cph,0.7293447809862257,0.0671176961732883,0.049765219106645775,3.4623542301629514e-4,NA,NA
8,txpl,0,hotdeck_si,0.046282926829268295,0.04649756097560975,xgb,0.7207677404041725,0.06791271319358876,0.03850957615160133,3.3003654474510885e-4,NA,NA
9,txpl,0,hotdeck_si,0.04645365853658537,0.04632682926829268,cph,0.7259829200018704,0.06931658422513534,0.04749110495888442,5.6999524068079956e-5,NA,NA
9,txpl,0,hotdeck_si,0.04645365853658537,0.04632682926829268,xgb,0.7113203411039656,0.07002324892979726,0.03778052235406515,8.049817963594102e-5,NA,NA
10,txpl,0,hotdeck_si,0.056652380952380954,0.05798095238095238,cph,0.7380100103764047,0.06614827820318533,0.05333025658519075,1.8496753407806215e-4,NA,NA
10,txpl,0,hotdeck_si,0.056652380952380954,0.05798095238095238,xgb,0.7411360474484898,0.0665312067624881,0.04785004015585537,2.657934464959891e-4,NA,NA
1,txpl,0,hotdeck_mi,0.04569756097560976,0.04708292682926829,cph,0.7128846306163721,0.07146589024830523,0.04506299160417504,2.6345292779735816e-4,NA,NA
1,txpl,0,hotdeck_mi,0.04569756097560976,0.04708292682926829,xgb,0.7076210705431837,0.07193541646457285,0.03878911802940832,8.898279653283738e-5,NA,NA
2,txpl,0,hotdeck_mi,0.04635121951219512,0.04642926829268293,cph,0.7267304593245476,0.06524149954769691,0.04373616970658123,3.7153878968894946e-4,NA,NA
2,txpl,0,hotdeck_mi,0.04635121951219512,0.04642926829268293,xgb,0.7096915813654684,0.06587294951523635,0.03448082197876767,2.569212978322722e-4,NA,NA
3,txpl,0,hotdeck_mi,0.04744390243902439,0.04533658536585366,cph,0.7153798524105245,0.06792308133248684,0.04074678697045653,2.721148764186728e-4,NA,NA
3,txpl,0,hotdeck_mi,0.04744390243902439,0.04533658536585366,xgb,0.7079485553955647,0.06815504844607702,0.037470798975457464,1.336072631083438e-4,NA,NA
4,txpl,0,hotdeck_mi,0.047204878048780485,0.04557560975609756,cph,0.7250911494244546,0.06579126636206731,0.04429170958355522,4.036298520407956e-4,NA,NA
4,txpl,0,hotdeck_mi,0.047204878048780485,0.04557560975609756,xgb,0.7179730904968428,0.06634910160666183,0.03618838831578208,2.3548799541716324e-4,NA,NA
5,txpl,0,hotdeck_mi,0.046760975609756096,0.04601951219512195,cph,0.7232619506266339,0.06979255921863474,0.04694102564099489,1.0114465057715507e-4,NA,NA
5,txpl,0,hotdeck_mi,0.046760975609756096,0.04601951219512195,xgb,0.7173787503031173,0.07028822044956282,0.04017247624738407,2.274847938540505e-4,NA,NA
6,txpl,0,hotdeck_mi,0.04632682926829268,0.04645365853658537,cph,0.7233237029399666,0.07240069186480273,0.05027910916749112,2.3843465043285307e-4,NA,NA
6,txpl,0,hotdeck_mi,0.04632682926829268,0.04645365853658537,xgb,0.7271011605425909,0.07266636414062493,0.04679413541980215,3.093855593086239e-4,NA,NA
7,txpl,0,hotdeck_mi,0.0457219512195122,0.04705853658536585,cph,0.7208848671249555,0.06983412607070744,0.04414432910484911,1.656750640042203e-4,NA,NA
7,txpl,0,hotdeck_mi,0.0457219512195122,0.04705853658536585,xgb,0.7081326590551884,0.07020691074909126,0.03904183310604159,1.7655744926808236e-4,NA,NA
8,txpl,0,hotdeck_mi,0.046282926829268295,0.04649756097560975,cph,0.7297778241852336,0.06706384291666324,0.05052765942309212,3.5375600378575924e-4,NA,NA
8,txpl,0,hotdeck_mi,0.046282926829268295,0.04649756097560975,xgb,0.7234232263087349,0.06763128230788976,0.04249400099416978,1.3072161240973196e-4,NA,NA
9,txpl,0,hotdeck_mi,0.04645365853658537,0.04632682926829268,cph,0.7276412251414024,0.06929603058738383,0.04777354130514433,7.840370848446021e-5,NA,NA
9,txpl,0,hotdeck_mi,0.04645365853658537,0.04632682926829268,xgb,0.721085271225148,0.06947111852734127,0.04536758287415443,1.551618641781228e-4,NA,NA
10,txpl,0,hotdeck_mi,0.056652380952380954,0.05798095238095238,cph,0.73767983476775,0.06619030640691542,0.05272877715258728,1.9489259274522948e-4,NA,NA
10,txpl,0,hotdeck_mi,0.056652380952380954,0.05798095238095238,xgb,0.7435787420133426,0.06640955907820842,0.04959098013482677,3.029770095946838e-4,NA,NA
1,txpl,0,nbrs_mi,0.04569756097560976,0.04708292682926829,cph,0.7129053452099609,0.07147289206502412,0.044969432370705054,2.2252848450551936e-4,NA,NA
1,txpl,0,nbrs_mi,0.04569756097560976,0.04708292682926829,xgb,0.7103140619436329,0.07185348824169573,0.03988385415856921,9.890640728635826e-5,NA,NA
2,txpl,0,nbrs_mi,0.04635121951219512,0.04642926829268293,cph,0.7255190445951938,0.06531317663782486,0.042685577534034125,3.946658245074739e-4,NA,NA
2,txpl,0,nbrs_mi,0.04635121951219512,0.04642926829268293,xgb,0.7081917229946728,0.06602631716358315,0.03223286728937591,3.2574575932049196e-4,NA,NA
3,txpl,0,nbrs_mi,0.04744390243902439,0.04533658536585366,cph,0.7172507590559023,0.06785906297705595,0.04165089514598741,2.4666083477378043e-4,NA,NA
3,txpl,0,nbrs_mi,0.04744390243902439,0.04533658536585366,xgb,0.7102679542866759,0.06809506807753876,0.03831788011651138,2.2225590529169556e-4,NA,NA
4,txpl,0,nbrs_mi,0.047204878048780485,0.04557560975609756,cph,0.7221940712357194,0.06583469156731649,0.043660898976547347,3.3554502797348857e-4,NA,NA
4,txpl,0,nbrs_mi,0.047204878048780485,0.04557560975609756,xgb,0.7160729774107436,0.06640565789940361,0.03536683067086477,2.3101393470464956e-4,NA,NA
5,txpl,0,nbrs_mi,0.046760975609756096,0.04601951219512195,cph,0.7211606250058086,0.06980631710489939,0.04675315350792608,9.490192161620512e-5,NA,NA
5,txpl,0,nbrs_mi,0.046760975609756096,0.04601951219512195,xgb,0.7228638884383245,0.07017803508662844,0.04167712302009585,1.0503550459810366e-4,NA,NA
6,txpl,0,nbrs_mi,0.04632682926829268,0.04645365853658537,cph,0.7203273086966364,0.07238400397458385,0.050498013677331866,3.370637167508835e-4,NA,NA
6,txpl,0,nbrs_mi,0.04632682926829268,0.04645365853658537,xgb,0.7227643323959814,0.0728522271062072,0.04435606560722094,1.9495893806151783e-4,NA,NA
7,txpl,0,nbrs_mi,0.0457219512195122,0.04705853658536585,cph,0.7213913689544468,0.06977629955642616,0.04493583040534366,1.272129454652396e-4,NA,NA
7,txpl,0,nbrs_mi,0.0457219512195122,0.04705853658536585,xgb,0.7088392852729442,0.0702197310080709,0.03886635561477003,5.284801334929238e-5,NA,NA
8,txpl,0,nbrs_mi,0.046282926829268295,0.04649756097560975,cph,0.7303029228160044,0.06710764602722749,0.0499075064449267,3.467760693850679e-4,NA,NA
8,txpl,0,nbrs_mi,0.046282926829268295,0.04649756097560975,xgb,0.7177041138022785,0.06798111366312866,0.03754118020102459,2.9424876127799176e-4,NA,NA
9,txpl,0,nbrs_mi,0.04645365853658537,0.04632682926829268,cph,0.7263085737925129,0.06930534400245816,0.04764556167659395,6.839330370929e-5,NA,NA
9,txpl,0,nbrs_mi,0.04645365853658537,0.04632682926829268,xgb,0.7196812086361939,0.06951966000523323,0.04470055362008207,2.823281106349622e-4,NA,NA
10,txpl,0,nbrs_mi,0.056652380952380954,0.05798095238095238,cph,0.7375764889637506,0.06618261505976537,0.052838850548763805,1.7344516097009223e-4,NA,NA
10,txpl,0,nbrs_mi,0.056652380952380954,0.05798095238095238,xgb,0.7454357088786226,0.06626626337694866,0.05164173199759392,3.067379123699196e-4,NA,NA
1,txpl,0,nbrs_si,0.04569756097560976,0.04708292682926829,cph,0.7128560715063726,0.07147484410887353,0.044943348893575874,2.483672467137708e-4,NA,NA
1,txpl,0,nbrs_si,0.04569756097560976,0.04708292682926829,xgb,0.7137587850980053,0.07168694525831355,0.04210922430043296,8.162509149901165e-5,NA,NA
2,txpl,0,nbrs_si,0.04635121951219512,0.04642926829268293,cph,0.7257042576335427,0.06530577453207241,0.042794072373180225,3.9742315807854775e-4,NA,NA
2,txpl,0,nbrs_si,0.04635121951219512,0.04642926829268293,xgb,0.7045153676117225,0.06621603277143615,0.02945214987653777,4.960221287912865e-4,NA,NA
3,txpl,0,nbrs_si,0.04744390243902439,0.04533658536585366,cph,0.7171942527101679,0.06787275192213277,0.041457571105170565,2.4760872487072493e-4,NA,NA
3,txpl,0,nbrs_si,0.04744390243902439,0.04533658536585366,xgb,0.7075784235779284,0.06832772411825748,0.03503216265181475,1.82326933555485e-4,NA,NA
4,txpl,0,nbrs_si,0.047204878048780485,0.04557560975609756,cph,0.7220746621035202,0.06578472167599089,0.04438678011627584,3.302361434744434e-4,NA,NA
4,txpl,0,nbrs_si,0.047204878048780485,0.04557560975609756,xgb,0.7101537907563138,0.06653297969020869,0.03351730720443047,2.9136032056862704e-4,NA,NA
5,txpl,0,nbrs_si,0.046760975609756096,0.04601951219512195,cph,0.7210794432419518,0.06979952341329243,0.046845925414093825,9.047005490225418e-5,NA,NA
5,txpl,0,nbrs_si,0.046760975609756096,0.04601951219512195,xgb,0.7210930288758959,0.07023663495479271,0.04087690691001944,1.1950619368784037e-4,NA,NA
6,txpl,0,nbrs_si,0.04632682926829268,0.04645365853658537,cph,0.720229454109768,0.07238299442356691,0.05051125652994071,3.5216040487519025e-4,NA,NA
6,txpl,0,nbrs_si,0.04632682926829268,0.04645365853658537,xgb,0.7209037351265266,0.07300366995735973,0.04236950393491856,2.3398015936904623e-4,NA,NA
7,txpl,0,nbrs_si,0.0457219512195122,0.04705853658536585,cph,0.7215693090552321,0.06977251826852013,0.04498758684151072,1.2963746970614737e-4,NA,NA
7,txpl,0,nbrs_si,0.0457219512195122,0.04705853658536585,xgb,0.7067054312238531,0.07029374114952791,0.03785334066927171,2.645660258788465e-5,NA,NA
8,txpl,0,nbrs_si,0.046282926829268295,0.04649756097560975,cph,0.7333132639751575,0.06705372722849384,0.05067087468939713,1.3287345629651938e-4,NA,NA
8,txpl,0,nbrs_si,0.046282926829268295,0.04649756097560975,xgb,0.7180330611258885,0.06797588799895925,0.037615163787025896,2.52205448845553e-4,NA,NA
9,txpl,0,nbrs_si,0.04645365853658537,0.04632682926829268,cph,0.7263673169099447,0.06930374686465057,0.047667508631790034,6.601484628183824e-5,NA,NA
9,txpl,0,nbrs_si,0.04645365853658537,0.04632682926829268,xgb,0.7182554136685572,0.06968662471716211,0.0424062199472961,7.053553278562928e-5,NA,NA
10,txpl,0,nbrs_si,0.056652380952380954,0.05798095238095238,cph,0.7374542812435158,0.0661875229396308,0.05276861226744911,1.6611980962538982e-4,NA,NA
10,txpl,0,nbrs_si,0.056652380952380954,0.05798095238095238,xgb,0.7413936082272142,0.06640615443810555,0.04963970505798654,2.254799313421236e-4,NA,NA
1,dead,15,mia,0.21302790697674417,0.07153023255813953,xgb,0.6213481397774625,0.1132631672545891,0.021289271793514586,4.6506778127007825e-4,NA,NA
2,dead,15,mia,0.2137906976744186,0.07076744186046512,xgb,0.6109678153221731,0.11337854538403014,0.0204459120415168,2.3261387850746486e-4,NA,NA
3,dead,15,mia,0.21502325581395348,0.06953488372093024,xgb,0.6160017444051149,0.11101000734609133,0.01911918227900211,2.455450488185327e-4,NA,NA
4,dead,15,mia,0.214553488372093,0.0700046511627907,xgb,0.627247028145043,0.11267667269381297,0.02710005881208699,4.0205957394303407e-4,NA,NA
5,dead,15,mia,0.21452093023255814,0.07003720930232558,xgb,0.6253454715954506,0.11024363940362618,0.02221378531344409,4.905266055600581e-4,NA,NA
6,dead,15,mia,0.21374883720930232,0.0708093023255814,xgb,0.6128008706497211,0.11464192185924853,0.021380550699376832,2.2347345209409853e-4,NA,NA
7,dead,15,mia,0.21290697674418604,0.07165116279069768,xgb,0.621451864614301,0.11799554305446247,0.020132570535153937,6.712416406602504e-4,NA,NA
8,dead,15,mia,0.21371627906976745,0.07084186046511629,xgb,0.6294243359167858,0.11530891438878377,0.025489534690762983,4.814554303357716e-4,NA,NA
9,dead,15,mia,0.21372558139534883,0.07083255813953489,xgb,0.603600169432032,0.11753779617125312,0.01396398479373162,7.30457829283809e-4,NA,NA
10,dead,15,mia,0.2130372093023256,0.07152093023255814,xgb,0.6043260671739279,0.112692420505729,0.01271518104524183,6.664830585514382e-4,NA,NA
1,dead,15,ranger_si,0.21302790697674417,0.07153023255813953,cph,0.6235837675427891,0.11309129408797794,0.022774433440769792,9.897264952814507e-5,-0.006893087722464302,0.6049230769230769
1,dead,15,ranger_si,0.21302790697674417,0.07153023255813953,xgb,0.6347956027429197,0.11263172045145484,0.02674562424682414,0.00035413470969431604,-0.006893087722464302,0.6049230769230769
2,dead,15,ranger_si,0.2137906976744186,0.07076744186046512,cph,0.6182802565095502,0.11357131486587559,0.018780445851809047,2.3575024353919381e-4,-0.013485092951719459,0.6088205128205129
2,dead,15,ranger_si,0.2137906976744186,0.07076744186046512,xgb,0.602542948021457,0.11411621600220959,0.014072675666354062,2.9941816657530327e-4,-0.013485092951719459,0.6088205128205129
3,dead,15,ranger_si,0.21502325581395348,0.06953488372093024,cph,0.6064013868218827,0.11187750776636578,0.011453976754249307,5.595292285054539e-4,0.0033007523321717186,0.6194871794871795
3,dead,15,ranger_si,0.21502325581395348,0.06953488372093024,xgb,0.6109773878492343,0.11139664553280118,0.015702859824759274,4.2840836693134964e-4,0.0033007523321717186,0.6194871794871795
4,dead,15,ranger_si,0.214553488372093,0.0700046511627907,cph,0.6245475993774169,0.11300431909097354,0.024271015737712842,1.8299589151026652e-4,-0.006373341088135818,0.6037948717948718
4,dead,15,ranger_si,0.214553488372093,0.0700046511627907,xgb,0.6295551728660902,0.11302111060810137,0.02412603039482375,4.1875293637057715e-4,-0.006373341088135818,0.6037948717948718
5,dead,15,ranger_si,0.21452093023255814,0.07003720930232558,cph,0.6115081215601605,0.11091798683646423,0.016232781535763796,2.173332209135712e-4,-0.0095634257137026165,0.6141538461538462
5,dead,15,ranger_si,0.21452093023255814,0.07003720930232558,xgb,0.6251747022041118,0.11025123607054986,0.02214640803675294,4.627085931815972e-4,-0.0095634257137026165,0.6141538461538462
6,dead,15,ranger_si,0.21374883720930232,0.0708093023255814,cph,0.6169216058468029,0.11483383050066744,0.019742358265617876,1.772966739440188e-4,0.005588758311481085,0.6153846153846154
6,dead,15,ranger_si,0.21374883720930232,0.0708093023255814,xgb,0.6050007711341555,0.1150727267411478,0.017703064929399104,2.4293103599945902e-4,0.005588758311481085,0.6153846153846154
7,dead,15,ranger_si,0.21290697674418604,0.07165116279069768,cph,0.6205936570309114,0.11810819620014838,0.01919706784219677,3.004125046646473e-4,-0.0014442733625834592,0.607897435897436
7,dead,15,ranger_si,0.21290697674418604,0.07165116279069768,xgb,0.6290563521731238,0.11707373341370923,0.02778753122060862,2.5847081872547295e-4,-0.0014442733625834592,0.607897435897436
8,dead,15,ranger_si,0.21371627906976745,0.07084186046511629,cph,0.6202439970376786,0.11551767218970822,0.02372525945849513,1.1318660332475582e-4,-0.0013965514990837834,0.6088205128205129
8,dead,15,ranger_si,0.21371627906976745,0.07084186046511629,xgb,0.6255129023788817,0.1154824027754569,0.024023331931689595,3.41783594208155e-4,-0.0013965514990837834,0.6088205128205129
9,dead,15,ranger_si,0.21372558139534883,0.07083255813953489,cph,0.6051355028655849,0.11764605803572491,0.013055765472628988,3.460687132213179e-4,0.0021504803586376684,0.6105641025641025
9,dead,15,ranger_si,0.21372558139534883,0.07083255813953489,xgb,0.6065774893747983,0.11723576869707449,0.01649772267910088,3.767122909130677e-4,0.0021504803586376684,0.6105641025641025
10,dead,15,ranger_si,0.2130372093023256,0.07152093023255814,cph,0.5899834926827603,0.11354555773776563,0.005240947783635597,7.41609314584221e-4,7.914873638184043e-4,0.6101538461538462
10,dead,15,ranger_si,0.2130372093023256,0.07152093023255814,xgb,0.6007406474505386,0.11285422082623386,0.011297667787299681,5.755822145101085e-4,7.914873638184043e-4,0.6101538461538462
1,dead,15,meanmode_si,0.21302790697674417,0.07153023255813953,cph,0.6106391814361691,0.11368505815123167,0.017643698773747163,9.788624525280194e-5,0,0.6681025641025641
1,dead,15,meanmode_si,0.21302790697674417,0.07153023255813953,xgb,0.6194131441878143,0.1131102586443534,0.022610560089615706,1.8559822531498732e-4,0,0.6681025641025641
2,dead,15,meanmode_si,0.2137906976744186,0.07076744186046512,cph,0.5984377154205052,0.1143550470402812,0.012009252477407695,3.4389592222076193e-4,0,0.6768205128205128
2,dead,15,meanmode_si,0.2137906976744186,0.07076744186046512,xgb,0.6075794670197401,0.11391230316594812,0.01583441684649145,4.7934384753602055e-4,0,0.6768205128205128
3,dead,15,meanmode_si,0.21502325581395348,0.06953488372093024,cph,0.6021624014124797,0.11251527935539664,0.005818647717494296,9.338389865167553e-4,0,0.6674871794871795
3,dead,15,meanmode_si,0.21502325581395348,0.06953488372093024,xgb,0.6169497246900068,0.11147681267444737,0.014994505566146232,3.7798470346038515e-4,0,0.6674871794871795
4,dead,15,meanmode_si,0.214553488372093,0.0700046511627907,cph,0.613469880527559,0.11362704828251678,0.018894098055072694,2.8757789851478554e-4,0,0.6670769230769231
4,dead,15,meanmode_si,0.214553488372093,0.0700046511627907,xgb,0.6279309185021051,0.11316081733379683,0.022919741089653778,3.883304303194064e-4,0,0.6670769230769231
5,dead,15,meanmode_si,0.21452093023255814,0.07003720930232558,cph,0.6130130786732384,0.11085130640818497,0.01682419165169935,4.073559190880471e-4,0,0.6727179487179488
5,dead,15,meanmode_si,0.21452093023255814,0.07003720930232558,xgb,0.6244316548257561,0.11107954399495275,0.0147998792539763,8.228682993425149e-4,0,0.6727179487179488
6,dead,15,meanmode_si,0.21374883720930232,0.0708093023255814,cph,0.6092139243167333,0.11541580188453199,0.014774467759686827,2.935232525000641e-4,0,0.6766153846153846
6,dead,15,meanmode_si,0.21374883720930232,0.0708093023255814,xgb,0.606703433512148,0.11505466816941413,0.017857218569171884,2.9517072045070786e-4,0,0.6766153846153846
7,dead,15,meanmode_si,0.21290697674418604,0.07165116279069768,cph,0.6117572906572029,0.11933767943029022,0.008987101083256066,5.818827208716742e-4,0,0.6532307692307693
7,dead,15,meanmode_si,0.21290697674418604,0.07165116279069768,xgb,0.6228607179879652,0.11794113652495046,0.020584377313944136,4.6828140148888524e-4,0,0.6532307692307693
8,dead,15,meanmode_si,0.21371627906976745,0.07084186046511629,cph,0.6172644401662979,0.1157167254384622,0.022043000327943152,1.5486231330394585e-4,0,0.6688205128205128
8,dead,15,meanmode_si,0.21371627906976745,0.07084186046511629,xgb,0.6240168453487877,0.11560016047225333,0.023028126066582666,3.675659652130414e-4,0,0.6688205128205128
9,dead,15,meanmode_si,0.21372558139534883,0.07083255813953489,cph,0.5995896898834971,0.1182533302233555,0.007961299968405777,7.075607828297861e-4,0,0.6717948717948717
9,dead,15,meanmode_si,0.21372558139534883,0.07083255813953489,xgb,0.5994887799859245,0.11781328804182133,0.011652856670476663,6.040218733726998e-4,0,0.6717948717948717
10,dead,15,meanmode_si,0.2130372093023256,0.07152093023255814,cph,0.5976630782906663,0.11329948959827432,0.00739672132597291,6.814769382598342e-4,0,0.6593846153846153
10,dead,15,meanmode_si,0.2130372093023256,0.07152093023255814,xgb,0.6017394348161317,0.11351351050931309,0.0055217097195207065,0.0011322979900172763,0,0.6593846153846153
1,dead,15,ranger_mi,0.21302790697674417,0.07153023255813953,cph,0.6222434467426446,0.11307913688169506,0.02287948425739872,1.6804515505924132e-4,-0.04459562915453761,0.6078358974358974
1,dead,15,ranger_mi,0.21302790697674417,0.07153023255813953,xgb,0.6268704234688195,0.11264658058056944,0.026617217385710212,4.2619402799898927e-4,-0.04459562915453761,0.6078358974358974
2,dead,15,ranger_mi,0.2137906976744186,0.07076744186046512,cph,0.6110274670477773,0.11370741357803345,0.017604596846086173,1.722008170384568e-4,-0.05598883848401414,0.6127589743589744
2,dead,15,ranger_mi,0.2137906976744186,0.07076744186046512,xgb,0.6064392652145439,0.11366779057854294,0.01794692679040355,1.920839598120039e-4,-0.05598883848401414,0.6127589743589744
3,dead,15,ranger_mi,0.21502325581395348,0.06953488372093024,cph,0.603016634818901,0.11211105211132336,0.009390386511056947,5.787899121783804e-4,-0.037496731287922545,0.6111589743589744
3,dead,15,ranger_mi,0.21502325581395348,0.06953488372093024,xgb,0.6207629856473211,0.11076584207937719,0.02127661864171637,2.898904218190786e-4,-0.037496731287922545,0.6111589743589744
4,dead,15,ranger_mi,0.214553488372093,0.0700046511627907,cph,0.6260102610767339,0.11302111492423872,0.02412599312739583,2.1261422191559635e-4,-0.04981966094493254,0.6087179487179487
4,dead,15,ranger_mi,0.214553488372093,0.0700046511627907,xgb,0.634065826842261,0.11282984193987704,0.02577752818596113,4.475454398047438e-4,-0.04981966094493254,0.6087179487179487
5,dead,15,ranger_mi,0.21452093023255814,0.07003720930232558,cph,0.6147270319863125,0.11070354310230275,0.01813475182832025,2.320303140225851e-4,-0.06024971992293571,0.6127179487179487
5,dead,15,ranger_mi,0.21452093023255814,0.07003720930232558,xgb,0.627601566403404,0.110040781406145,0.024012997989558693,3.5676912357171433e-4,-0.06024971992293571,0.6127179487179487
6,dead,15,ranger_mi,0.21374883720930232,0.0708093023255814,cph,0.6166835331411735,0.1146867100809793,0.020998224372545504,1.6094566921878739e-4,-0.047589039705370505,0.6130666666666666
6,dead,15,ranger_mi,0.21374883720930232,0.0708093023255814,xgb,0.6122405533144307,0.11447303529219405,0.022822219476074768,1.8880014060875257e-4,-0.047589039705370505,0.6130666666666666
7,dead,15,ranger_mi,0.21290697674418604,0.07165116279069768,cph,0.620982666365774,0.11848585367312083,0.016060896359101906,3.364854766271525e-4,-0.04694424291214572,0.6064820512820512
7,dead,15,ranger_mi,0.21290697674418604,0.07165116279069768,xgb,0.6237058263453921,0.11761233583621494,0.02331482862877754,3.216772059152414e-4,-0.04694424291214572,0.6064820512820512
8,dead,15,ranger_mi,0.21371627906976745,0.07084186046511629,cph,0.6254615306440992,0.11534422985121248,0.02519107305051216,3.078631966073984e-4,-0.050351130281477266,0.607323076923077
8,dead,15,ranger_mi,0.21371627906976745,0.07084186046511629,xgb,0.6254727672851389,0.11544675118063397,0.024324634328334982,4.058945148814737e-4,-0.050351130281477266,0.607323076923077
9,dead,15,ranger_mi,0.21372558139534883,0.07083255813953489,cph,0.6042043917342249,0.11745398268063532,0.014667104326353209,4.166825892577058e-4,-0.05360033435504141,0.609948717948718
9,dead,15,ranger_mi,0.21372558139534883,0.07083255813953489,xgb,0.6076802425154044,0.11706937099038728,0.017893649240479204,3.6986278517504905e-4,-0.05360033435504141,0.609948717948718
10,dead,15,ranger_mi,0.2130372093023256,0.07152093023255814,cph,0.6013799476470898,0.11298859661079676,0.010120417608993959,5.511111426676448e-4,-0.04203933043825319,0.6086564102564103
10,dead,15,ranger_mi,0.2130372093023256,0.07152093023255814,xgb,0.6005118004776865,0.11257808520136087,0.013716858973239598,3.343964116339066e-4,-0.04203933043825319,0.6086564102564103
1,dead,15,pmm_mi,0.21302790697674417,0.07153023255813953,cph,0.6205744364119283,0.11325622236624702,0.0213492828005466,1.9597246690751012e-4,-0.312839614940183,0.6181948717948718
1,dead,15,pmm_mi,0.21302790697674417,0.07153023255813953,xgb,0.6274070531680865,0.11291214323856184,0.024322481782881877,3.0475938197827376e-4,-0.312839614940183,0.6181948717948718
1,dead,15,pmm_si,0.21302790697674417,0.07153023255813953,cph,0.6121178258814979,0.11356054975760924,0.018719579870345227,8.550409326628363e-5,-0.3060681452462241,0.6117948717948718
1,dead,15,pmm_si,0.21302790697674417,0.07153023255813953,xgb,0.6171126134818526,0.11350852199318413,0.019169153482329615,1.882075573901848e-4,-0.3060681452462241,0.6117948717948718
2,dead,15,pmm_mi,0.2137906976744186,0.07076744186046512,cph,0.6152982945480919,0.11347314427588255,0.01962860810701572,5.379024063416121e-5,-0.35830226731669174,0.6235076923076923
2,dead,15,pmm_mi,0.2137906976744186,0.07076744186046512,xgb,0.5987302458900409,0.11397929883709353,0.015255595841832115,9.078631372076876e-5,-0.35830226731669174,0.6235076923076923
2,dead,15,pmm_si,0.2137906976744186,0.07076744186046512,cph,0.594321661927457,0.11427965415125536,0.012660622737963645,1.7985201039548939e-4,-0.2990077218998522,0.6204102564102564
2,dead,15,pmm_si,0.2137906976744186,0.07076744186046512,xgb,0.5953283361526617,0.11427143467518915,0.012731636361875243,2.9388723054590485e-4,-0.2990077218998522,0.6204102564102564
3,dead,15,pmm_mi,0.21502325581395348,0.06953488372093024,cph,0.6046971796334368,0.11165681853810372,0.013403979604037719,3.016261744728695e-4,-0.303470366963274,0.6194666666666667
